site_id,accuracy,cdli_provenience_id,anc_name,transc_name,ara_name,arm_name,fas_name,geo_name,gre_name,heb_name,rus_name,legacy_name,pleiades_url,osm_url,geonames_url,wik_en,wik_ara,wik_fas,wik_gre,wik_heb,wik_tr,rla_url,wikidata_url,lon_wgs1984,lat_wgs1984
KLC,2,0,,Kalecik,,,,,,,,,,https://www.openstreetmap.org/node/1860375461,,,,,,,,,,43.3377,38.5459
KLK,1,0,,Kaleköy,,,,,,,,,https://pleiades.stoa.org/places/2793986,https://www.openstreetmap.org/node/1491510556,https://www.geonames.org/298676,,,,,,,,,39.6584,39.0253
KML,3,0,Kar-Mullissi,Tall al-Qaddīsah Barbārah,تل القديسة بربارة,,,,,,,,,https://www.openstreetmap.org/node/4470758281,https://www.geonames.org/6860783,https://en.wikipedia.org/wiki/Karemlash,https://ar.wikipedia.org/wiki/كرمليس,,,,,,,43.4095,36.3056
KMN,2,0,,Kimūnah,كمونة,,,,,,,,,,,,,,,,,,,42.7304,36.7713
KMS,2,0,,Kamışvan,,,,,,,,,,,https://www.geonames.org/310597,,,,,,,,,42.9701,39.2345
KNB,2,0,,Kānī Bī,کانی بی,,,,,,,,,https://www.openstreetmap.org/node/2488273707,https://www.geonames.org/94957,,,,,,,,,44.8358,35.8810
KNS,3,291,Kanesh,Kültepe,,,,,,,,Kanesh (mod. Kültepe),https://pleiades.stoa.org/places/628923,https://www.openstreetmap.org/way/13858887,,https://en.wikipedia.org/wiki/Kültepe,,,,,https://tr.wikipedia.org/wiki/Kültepe,,https://wikidata.org/wiki/Q538605,35.6365,38.8517
KOC,2,0,,Koçaklar,,,,,,,,,,https://www.openstreetmap.org/node/2291750324,https://www.geonames.org/306944,,,,,,,,,42.7035,39.2310
KOK,2,0,,Köşk,,,,,,,,,,https://www.openstreetmap.org/node/2296998026,https://www.geonames.org/306281,,,,,,,,,43.7223,38.9322
KOR,2,0,,Körzüt,,,,,,,,,,https://www.openstreetmap.org/node/2296998066,https://www.geonames.org/298387,,,,,,,,,43.7350,38.8877
KOS,3,416,,Konār Sandal,,,کنار صندل,,,,,uncertain (mod. Konar Sandal),,https://www.openstreetmap.org/node/5212488922,,,,,,,,,,57.7787,28.4494
KOT,1,0,,Kotanlı,,,,,,,,,,https://www.openstreetmap.org/node/2296271945,https://www.geonames.org/306242,,,,,,,,,42.2482,39.1412
KOU,2,375,,Kourion,,,,,Koúριov,,,Kourion (mod. Cyprus),https://pleiades.stoa.org/places/707549,https://www.openstreetmap.org/way/24698251,https://www.geonames.org/146671,https://en.wikipedia.org/wiki/Kourion,,,https://el.wikipedia.org/wiki/Κούριο,,,,https://wikidata.org/wiki/Q1785592,32.8844,34.6666
KRC,1,0,,Karacaören,,,,,,,,,,,,,,,,,,,,36.7554,39.8534
KRG,2,0,,Karagündüz,,,,,,,,,,https://www.openstreetmap.org/node/1482093825,https://www.geonames.org/309839,,,,,,,,,43.6459,38.6955
KRH,1,0,,Karahan,,,,,,,,,,https://www.openstreetmap.org/node/2296675532,https://www.geonames.org/6969130,,,,,,,,,43.6607,38.9493
KRI,1,0,,Kayseri,,,,,,,,,,https://www.openstreetmap.org/node/26482287,https://www.geonames.org/308464,,,,,,,,,35.4614,38.7309
KRK,3,270,Karkemish,Jarāblus,جرابلس,,,,,,,Karkemish (mod. Djerabis),https://pleiades.stoa.org/places/658465,https://www.openstreetmap.org/way/183691261,,,,,,,,,,38.0156,36.8294
KRM,1,247,,Kermānshāh,,,کرمانشاه‎,,,,,uncertain (mod. Kermanshah) ?,,https://www.openstreetmap.org/node/32663279,https://www.geonames.org/128226,https://en.wikipedia.org/wiki/Kermanshah,,https://fa.wikipedia.org/wiki/کرمانشاه,,,,,,47.0649,34.3140
KRT,1,0,,Karataş,,,,,,,,,,,,,,,,,,,,43.3963,39.0109
KSH,3,71 : 85 : 184 : 281 : 391,Kiš,Kīsh,كيش,,,,,,,Uhaimir-Kish (mod. Tell Uhaimir) : Kish (mod. Tell Ingharra) : Kish (mod. Tell Uhaimir) : Hursagkalama (mod. Ingharra) : Kish (mod. Tell el-Bender),https://pleiades.stoa.org/places/894028,https://www.openstreetmap.org/way/545656327,https://www.geonames.org/94277,https://en.wikipedia.org/wiki/Kish_%28Sumer%29,https://ar.wikipedia.org/wiki/كيش,,,,,http://publikationen.badw.de/de/rla/index#6541,https://wikidata.org/wiki/Q132272,44.5949,32.5455
KSI,3,0,,Kānī Shāyah,كاني شاية,,,,,,,,,,,,,,,,,,,45.1764,35.5579
KSK,3,190,Šarišša,Kuşaklı,,,,,,,,uncertain (mod. Kuşaklı),https://pleiades.stoa.org/places/117143016,https://www.openstreetmap.org/way/14839680,,https://en.wikipedia.org/wiki/Kuşaklı,,,,,https://tr.wikipedia.org/wiki/Sarissa,,,36.9096,39.3084
KSM,2,0,,Kasımoğlu,,,,,,,,,,https://www.openstreetmap.org/node/2301631728,https://www.geonames.org/308906,,,,,,,,,43.4150,38.6846
KSN,3,0,,Tel Keisan,,,,,,תל כיסון,,,,https://www.openstreetmap.org/node/278474482,https://www.geonames.org/293364,https://en.wikipedia.org/wiki/Tell_Keisan,,,,https://he.wikipedia.org/wiki/תל_כיסון,,,https://wikidata.org/wiki/Q55634890,35.1508,32.8730
KSR,3,314,Kisurra,Ishān Abū Ḥaṭab,إشان أبو حطب,,,,,,,Kisurra (mod. Abu Hatab),,https://www.openstreetmap.org/node/2480223297,https://www.geonames.org/6731778,https://en.wikipedia.org/wiki/Kisurra,https://ar.wikipedia.org/wiki/كيشورا,,,,,,https://wikidata.org/wiki/Q910253,45.4810,31.8383
KSX,1,0,,Kuhanak,,,کهنک,,,,,,,,,,,,,,,,,48.6185,32.2683
KTN,3,234,Kar-Tukulti-Ninurta,Tulūl al-‘Aqir,تلول الأقر,,,,,,,Kar-Tukulti-Ninurta (mod. Tulul al-ʿAqir),https://pleiades.stoa.org/places/430344980,https://www.openstreetmap.org/node/2482644200,https://www.geonames.org/6837593,https://en.wikipedia.org/wiki/Kar-Tukulti-Ninurta,,,,,,,https://wikidata.org/wiki/Q165841,43.2793,35.4944
KUB,1,427,,Kūbrī,كوبري,,,,,,,uncertain (mod. Suez),,,https://www.geonames.org/6412799,,,,,,,,,32.5527,30.1130
KUM,1,0,,Ishan Abū Kumbārah,ايشان أبو كمبارة,,,,,,,,,,,,,,,,,,,46.1954,31.0535
KUN,3,0,,Kūnārā,كونـارا,,,,,,,,,https://www.openstreetmap.org/way/682142302,,,,,,,,,,45.3594,35.5192
KUS,1,0,,Kuşsaray,,,,,,,,,,https://www.openstreetmap.org/node/1162011234,https://www.geonames.org/7742460,https://en.wikipedia.org/wiki/Çorum,,,,,"https://tr.wikipedia.org/wiki/Kuşsaray,_Çorum",,,35.1154,40.5733
KZK,1,20,,Kizkapanlı,,,,,,,,uncertain (mod. Kizkapanlı),https://pleiades.stoa.org/places/193878353,https://www.openstreetmap.org/node/1419890174,https://www.geonames.org/307054,,,,,,,,,37.2850,37.3950
KZL,3,0,Ṣumur,Tall Kazal,تل كزل,,,,,,,,,https://www.openstreetmap.org/way/497183149,https://www.geonames.org/163525,https://en.wikipedia.org/wiki/Tell_Kazel,,,,,,,https://wikidata.org/wiki/Q3398568,35.9862,34.7085
KZN,3,0,,Kazane Höyük,,,,,,,,,,https://www.openstreetmap.org/way/183463046,,,,,,,https://tr.wikipedia.org/wiki/Kazane_Höyük,,,38.8460,37.1196
LAG,3,39,Lagaš,Tall al-Hibā,تل الهبا,,,,,,,Lagash (mod. El-Hiba),https://pleiades.stoa.org/places/959120263,https://www.openstreetmap.org/node/2485672508,https://www.geonames.org/7025350,https://en.wikipedia.org/wiki/Lagash,https://ar.wikipedia.org/wiki/لجش,,,,,http://publikationen.badw.de/de/rla/index#6871,,46.4108,31.4182
LAR,3,168,Larsa,Tall al-Sankarah,تل السنكرة,,,,,,,Larsa (mod. Tell as-Senkereh),https://pleiades.stoa.org/places/912897,https://www.openstreetmap.org/node/2487982264,https://www.geonames.org/91560,https://en.wikipedia.org/wiki/Larsa,https://ar.wikipedia.org/wiki/لارسا,,,,,,https://wikidata.org/wiki/Q244746,45.8549,31.2832
LCJ,1,0,,Lchajen,,Լճաշեն,,,,,,,,,,,,,,,,,,44.9418,40.5074
LHM,3,33,,Tall al-Laḥam,تل اللحم,,,,,,,uncertain (mod. Tell al-Lahm) : uncertain (mod. Tell Lahm),https://pleiades.stoa.org/places/912953,https://www.openstreetmap.org/node/2485672093,https://www.geonames.org/6735862,https://en.wikipedia.org/wiki/Kuara_(Sumer),https://ar.wikipedia.org/wiki/كوارا,,,,,,https://wikidata.org/wiki/Q911895,46.3659,30.7740
LIH,1,648,,Lidar Höyük,,,,,,,,uncertain (mod. Lidar Höyük),https://pleiades.stoa.org/places/658520,,,,,,,,https://tr.wikipedia.org/wiki/Lidar_Höyük,,,38.4806,37.4733
LIY,1,0,Liyan,Būs̱har,,,بوشهر‎,,,,,,,https://www.openstreetmap.org/relation/8919905,https://www.geonames.org/139817,,,,,,,,,50.8744,28.8853
LMA,2,0,,Lamā,,,لما,,,,,,,https://www.openstreetmap.org/node/4466316458,,,,,,,,,,51.2172,31.0449
LRK,3,132,Larak,Tall Wilāiyah,تل ولاية,,,,,,,Larak (mod. Tell Wilayah) : Kesh (mod. Wilaya ?),https://pleiades.stoa.org/places/762762282,https://www.openstreetmap.org/way/552345976,https://www.geonames.org/8608191,,,,,,,,,45.6602,32.3127
LSB,3,75 : 196,,Tall al-Sīb,تل السيب,,,,,,,uncertain (mod. As-Sib) : uncertain (mod. Tell es-Seeb),,,,,,,,,,,,45.0580,34.1929
MAL,1,0,,Malazgirt,,,,,,,,,,https://www.openstreetmap.org/node/127629141,https://www.geonames.org/304916,,,,,,,,,42.5409,39.1461
MAR,3,161,Mari,Tall Ḥarīrī,تل حريري,,,,,,,Mari (mod. Tell Hariri),https://pleiades.stoa.org/places/286681704,https://www.openstreetmap.org/way/226857776,https://www.geonames.org/9204031,https://en.wikipedia.org/wiki/Mari%2C_Syria,https://ar.wikipedia.org/wiki/مملكة_ماري,,,,,,https://wikidata.org/wiki/Q244762,40.8887,34.5504
MAV,2,0,,Mawānā,,,موانا,,,,,,,https://www.openstreetmap.org/node/1570147381,https://www.geonames.org/124571,,,,,,,,,44.7952,37.5734
MCH,1,0,,Mikhmoret,,,,,,מִכְמֹרֶת,,,https://pleiades.stoa.org/places/678288,,,,,,,,,,,34.8659,32.4013
MCQ,2,0,,,Unknown,,,,,,,,,,,,,,,,,,,45.3936,32.1490
MCY,2,0,,Dibbin,Unknown,,,,,,,,,,,,,,,,,,,45.6611,31.8977
MCZ,2,0,,Tall al-Disim,Unknown,,,,,,,,,,,,,,,,,,,45.3929,32.1415
MDB,3,0,Azamhul,Tall Muḥamad Diyāb,تل محمد دياب,,,,,,,,https://pleiades.stoa.org/places/957515415,https://www.openstreetmap.org/node/567215551,https://www.geonames.org/163493,,,,,,,,,41.5642,36.9243
MET,3,0,,Metsamor,,,,,,,,,https://pleiades.stoa.org/places/517771600,https://www.openstreetmap.org/way/338584833,https://www.geonames.org/11224588,https://en.wikipedia.org/wiki/Metsamor_site,,,,,,,https://wikidata.org/wiki/Q11120743,44.1869,40.1264
MGD,3,272,,Megiddo,,,,,,מגידו,,uncertain (mod. Megiddo),https://pleiades.stoa.org/places/26356565,https://www.openstreetmap.org/relation/7548260,https://www.geonames.org/293357,https://en.wikipedia.org/wiki/Tel_Megiddo,,,,https://he.wikipedia.org/wiki/תל_מגידו,,,https://wikidata.org/wiki/Q208379,35.1828,32.5822
MHD,3,0,,Maḥmūd Ābād,,,محمودآباد,,,,,,,,,,,,,,,,,45.1294,37.3669
MHN,2,0,,Māhān,,,ماهان,,,,,,,https://www.openstreetmap.org/way/459011369,https://www.geonames.org/125427,,,,,,,,,57.2900,30.0598
MHO,3,5,Tapigga,Maşat Höyük,,,,,,,,uncertain (mod. Masat Höyük),https://pleiades.stoa.org/places/133411593,https://www.openstreetmap.org/way/169479727,,https://en.wikipedia.org/wiki/Maşat_Höyük,,,,,https://tr.wikipedia.org/wiki/Maşat_Höyük,,,35.7624,40.1481
MHR,1,0,,Meher Kapısı,,,,,,,,,,,,,,,,,,,,43.3875,38.5182
MIT,2,0,,Tall Mīthlay,تل ميثلي,,,,,,,,,,,,,,,,,,,42.1377,36.7586
MKA,1,0,,Mergeh Karvan,,,Unknown,,,,,,,,,,,,,,,,,44.9669,36.9425
MLD,3,395,Melid,Arslantepe Höyüğü,,,,,,,,Melidu (mod. Arslantepe),https://pleiades.stoa.org/places/25078867,https://www.openstreetmap.org/way/183451728,,https://en.wikipedia.org/wiki/Melid,,,,,https://tr.wikipedia.org/wiki/Arslantepe,,https://wikidata.org/wiki/Q705132,38.3612,38.3820
MLH,3,0,,Tall Imlīḥiyah,تل أمليحية,,,,,,,,,,,,,,,,,,,45.0031,34.1961
MLK,1,0,,Al-Mukhaṭṭaṭ,المخطط,,,,,,,,,,,,,,,,,,,44.4962,32.3370
MMG,1,62,,Mila Mergi,,,,,,,,uncertain (mod. Mila Mergi),https://pleiades.stoa.org/places/649834357,,,,,,,,,,,42.9136,37.0060
MOA,2,0,,Tall Muḥamad ‘Arab,تل محمد عرب,,,,,,,,https://pleiades.stoa.org/places/874749,,,,,,,,,,,42.8893,36.6346
MQS,3,0,,Al-Maqsha,المقشة,,,,,,,,,,,,,,,,,,,50.5112,26.2198
MRD,3,223,Marad,Tall Ṣadūm,تل صدوم,,,,,,,Marad (mod. Wanna-wa-Sadum),https://pleiades.stoa.org/places/912901,https://www.openstreetmap.org/node/3377362692,https://www.geonames.org/6788812,,,,,,,,,44.7851,32.0917
MRJ,2,0,,Al-Marjab,المرجب,,,,,,,,https://pleiades.stoa.org/places/310449388,https://www.openstreetmap.org/node/6637725155,,https://en.wikipedia.org/wiki/Marad,https://ar.wikipedia.org/wiki/ماراد,,,,,http://publikationen.badw.de/de/rla/index#8009,https://wikidata.org/wiki/Q1183843,46.1575,30.8627
MRL,3,0,,Mārlīk,,,مارلیک,,,,,,https://pleiades.stoa.org/places/745058470,,,https://en.wikipedia.org/wiki/Marlik,,https://fa.wikipedia.org/wiki/مارلیک,,,,,https://wikidata.org/wiki/Q764959,49.5019,36.8528
MRM,1,0,,Marmachyn,,Մարմաշեն,,,,,,,,,,,,,,,,,,43.7525,40.8514
MRN,2,0,,Mardin,,,,,,,,,,https://www.openstreetmap.org/node/26487735,https://www.geonames.org/304797,https://en.wikipedia.org/wiki/Mardin,https://ar.wikipedia.org/wiki/ماردين,,,,,,,40.7178,37.3246
MRW,3,0,,Tall Marwāny,تل مرواني,,,,,,,,,https://www.openstreetmap.org/node/573457545,,,,,,,,,,40.6627,34.8669
MSH,3,0,Kar-Assurnazirpal,Tall Masaikh,جبل مسئخ,,,,,,,,,https://www.openstreetmap.org/node/573457783,https://www.geonames.org/385914,https://sv.wikipedia.org/wiki/Jabal_Masa%27ikh,,,,,,,,40.5553,34.9738
MSK,3,192,Maškan-šapir,Tall Abū Duwārī,تل أبو دواري,,,,,,,Maškan-šapir (mod. Tell Abu Duwari),https://pleiades.stoa.org/places/715980704,,,https://en.wikipedia.org/wiki/Mashkan-shapir,https://ar.wikipedia.org/wiki/مشكان-_شابير,,,,,,https://wikidata.org/wiki/Q2574582,45.2207,32.4055
MUG,3,3,Mukdan,Umm al-Jīr,أم الجير,,,,,,,uncertain (mod. Mugdan) : uncertain (mod. Umm al-Jir),,,,,,,,,,,,44.8501,32.6497
MUH,2,0,,Muhrapert,,,,,,,,,,https://www.openstreetmap.org/node/1482093793,https://www.geonames.org/313920,,,,,,,,,42.9157,38.3461
MUR,2,0,,Muradiye,,,,,,,,,,https://www.openstreetmap.org/node/127550920,https://www.geonames.org/9815319,https://en.wikipedia.org/wiki/Muradiye,,,,,https://tr.wikipedia.org/wiki/Muradiye,,,43.7634,38.9913
MUS,2,0,,Muş,,,,,,,,,,https://www.openstreetmap.org/node/26486736,https://www.geonames.org/304081,https://en.wikipedia.org/wiki/Muş,,,,,https://tr.wikipedia.org/wiki/Muş,,,41.4794,38.7330
MZA,3,262,,Ishān Miziyad,إشان مزياد,,,,,,,uncertain (mod. Mazyad),,https://www.openstreetmap.org/way/953862440,,,,,,,,,,44.5561,32.5932
MZT,3,0,,Mezraa Teleilat,,,,,,,,,,https://www.openstreetmap.org/node/183688350,,,,,,,,,,37.9859,36.9773
NAB,3,260,Nabada,Tall Baiydar,تل بيدر,,,,,,,uncertain (mod. Beydar),https://pleiades.stoa.org/places/423885388,https://www.openstreetmap.org/way/226879817,https://www.geonames.org/171645,https://en.wikipedia.org/wiki/Tell_Beydar,https://ar.wikipedia.org//wiki/تل_بيدر,,,,,,https://wikidata.org/wiki/Q1658146,40.5872,36.7381
NAL,1,0,,Nalbandyan,,Նալբանդյան,,,,,,,,https://www.openstreetmap.org/way/292767301,https://www.geonames.org/616385,,,,,,,,,43.9873,40.0628
NAS,1,0,,Nashteban,,,Unknown,,,,,,,,,,,,,,,,,47.8013,38.0076
NAZ,1,0,,Anaz,,,,,,,,,https://pleiades.stoa.org/places/713816456,https://www.openstreetmap.org/node/1918268689,,,,,,,,,,39.0270,37.1400
NER,2,296,Nereb,Naiyrab,نيرب,,,,,,,Nereb (mod. Neirab) ?,https://pleiades.stoa.org/places/633912597,,,,,,,,,,,37.2265,36.1777
NGB,3,273,,Nigūb,نگوب,,,,,,,uncertain (mod. Negub tunnel),https://pleiades.stoa.org/places/413309737,,,,,,,,,,,43.4762,36.0446
NGN,3,40 : 399,Nigin,Ishān Zurghul,ايشان زرغل,,,,,,,Nigin (mod. Surghul) : Sirara (mod. Tell Zurghul),https://pleiades.stoa.org/places/912909,https://www.openstreetmap.org/node/2485672107,https://www.geonames.org/7024991,,,,,,,,,46.4948,31.3777
NHV,1,28,,Nihāwand,نهاوند,,,,,,,uncertain (mod. Nihavand ?),https://pleiades.stoa.org/places/903088,https://www.openstreetmap.org/relation/12941876,https://www.geonames.org/122915,,,,,,,,,48.3769,34.1889
NIM,3,81 : 229,Kalhu,Nimrūd,نمرود,,,,,,,"Kalhu (mod. Nimrud) : uncertain (mod. Tawfiqiyah, nearby) : uncertain (mod. Tawfiqiyah)",https://pleiades.stoa.org/places/894019,https://www.openstreetmap.org/way/295528281,https://www.geonames.org/93006,https://en.wikipedia.org/wiki/Nimrud,https://ar.wikipedia.org/wiki/كالح,,,,,,https://wikidata.org/wiki/Q237614,43.3385,36.1022
NIP,3,22,Nippur,Nufar,نفر,,,,,,,Nippur (mod. Nuffar),https://pleiades.stoa.org/places/912910,https://www.openstreetmap.org/node/7316513646,https://www.geonames.org/92882,https://en.wikipedia.org/wiki/Nippur,,,,,,,https://wikidata.org/wiki/Q188395,45.2300,32.1271
NJF,3,392,,Najafābād,,,نجف‌آباد,,,,,Kišesim (mod. Najafabad),,https://www.openstreetmap.org/node/4541037056,https://www.geonames.org/122847,,,,,,,,,47.9761,34.6527
NKH,0,8,,,,,,,,,,uncertain (mod. Tell Abu Nakhlab),,,,,,,,,,,,,
NKM,1,0,,Новый Кумак,,,,,,,,,,https://www.openstreetmap.org/node/1419404944,https://www.geonames.org/6268312,,,,,,,,,58.6555,51.2297
NNV,3,279 : 86,Nineveh,Nīnūa,نينوى,,,,,,,Nineveh (mod. Kuyunjik) : Nineveh (mod. Nebi Yunus),https://pleiades.stoa.org/places/874621,https://www.openstreetmap.org/way/202644722,https://www.geonames.org/92878,https://en.wikipedia.org/wiki/Nineveh,https://ar.wikipedia.org/wiki/نينوى,,,,,http://publikationen.badw.de/de/rla/index#8744,https://wikidata.org/wiki/Q5680,43.1621,36.3582
NOR,2,0,,Noragavid,,Նորագավիթ,,,,,,,,https://www.openstreetmap.org/way/130654553,https://www.geonames.org/616360,,,,,,,,,44.4743,40.1198
NQS,3,422,,Naqsh Rustam,,,نقش رستم,,,,,uncertain (mod. Naqš-i-Rustam),,https://www.openstreetmap.org/node/235636111,https://www.geonames.org/122681,"https://en.wikipedia.org/wiki/Kastri,_Cythera",https://ar.wikipedia.org/wiki/نفر,https://fa.wikipedia.org/wiki/نقش_رستم,,,,,,52.8745,29.9885
NRB,3,245,Nerebtum,Ishẖālī,أشخالي,,,,,,,Nerebtum (mod. Iščali),,https://www.openstreetmap.org/node/6411927106,https://www.geonames.org/91213,https://en.wikipedia.org/wiki/Tell_Ishchali,,,,,,http://publikationen.badw.de/de/rla/index#8355,https://wikidata.org/wiki/Q3338309,44.5828,33.3029
NRK,1,0,,Namrīk,نمريك,,,,,,,,,,,https://en.wikipedia.org/wiki/Nemrik_9,,,,,,,https://wikidata.org/wiki/Q13708140,42.8822,36.7241
NSB,3,312,,Tall al-Naṣbah,تل النصبة,,,,,תל אנצבה,,uncertain (mod. Tell en-Nasbeh),,https://www.openstreetmap.org/node/2675850287,,https://en.wikipedia.org/wiki/Tell_en-Nasbeh,,,,https://he.wikipedia.org/wiki/תל_א-נצבה,,,https://wikidata.org/wiki/Q7697543,35.2166,31.8851
NSR,3,159,,Jamdat Naṣr,جمدة نصر‎,,,,,,,uncertain (mod. Jemdet Nasr),https://pleiades.stoa.org/places/733910291,https://www.openstreetmap.org/way/533484067,https://www.geonames.org/95275,https://en.wikipedia.org/wiki/Jemdet_Nasr,https://ar.wikipedia.org/wiki/جمدة_نصر,,,,,,https://wikidata.org/wiki/Q342799,44.7796,32.7181
NUZ,3,222,Gasur,Yūrghān Tapah,يورغان تبة,,,,,,,Gasur (mod. Yorgan Tepe) : Nuzi (mod. Yorgan Tepe),https://pleiades.stoa.org/places/894054,https://www.openstreetmap.org/way/533930506,https://www.geonames.org/89610,https://en.wikipedia.org/wiki/Nuzi,https://ar.wikipedia.org/wiki/نوزي,,,,,,https://wikidata.org/wiki/Q584605,44.2546,35.3717
OJA,1,0,,Ojasar-Ilandağ,,,,,,,,,,,,,,,,,,,,45.6251,39.1370
ORD,2,0,,Ortadamla,,,,,,,,,,https://www.openstreetmap.org/node/2291750333,https://www.geonames.org/6970683,,,,,,,,,43.0496,39.2058
ORT,3,283,Sapinuwa,Ortaköy,,,,,,,,uncertain (mod. Ortaköy),https://pleiades.stoa.org/places/964671598,https://www.openstreetmap.org/way/242232762,,https://en.wikipedia.org/wiki/Sapinuwa,,,,,,,https://wikidata.org/wiki/Q3620,35.2375,40.2541
OTK,1,0,,Ortakent,,,,,,,,,,,,,,,,,,,,42.8815,41.2235
OYH,3,0,,Oylum Höyük,,,,,,,,,https://pleiades.stoa.org/places/275382665,https://www.openstreetmap.org/way/174871851,,,,,,,https://tr.wikipedia.org/wiki/Oylum_Höyük,,,37.1786,36.6988
OZB,3,64,,Ozbaki,,,,,,,,uncertain (mod. Ozbaki),,https://www.openstreetmap.org/way/346040742,,,,,,,,,,50.5866,35.9799
PAS,3,396,Pašime,Tall Abū Shījah,تل أبو شيجة,,,,,,,Pašime (mod. Tell Abu Sheeja),https://pleiades.stoa.org/places/108542249,https://www.openstreetmap.org/way/654581393,,https://en.wikipedia.org/wiki/Pashime,,,,,,,,47.1479,32.3944
PAT,1,0,,Patnos,,,,,,,,,https://pleiades.stoa.org/places/874529,https://www.openstreetmap.org/node/127600285,https://www.geonames.org/302819,https://en.wikipedia.org/wiki/Patnos,,,,,https://tr.wikipedia.org/wiki/Patnos,,,42.8640,39.2332
PDK,1,112 : 443,Padakku,Al-Ḥāīṭ,الحايط,,,,,,,"uncertain (mod. Padakka/Ha'it, Saudi Arabia) : uncertain (mod. al Ḥā'iṭ Saudi Arabia)",https://pleiades.stoa.org/places/982176368,,,,,,,,,,,40.4668,25.9786
PEL,3,0,,Ṭabaqat Faḥl,طبقة فحل,,,,,,,,https://pleiades.stoa.org/places/678326,https://www.openstreetmap.org/way/769451030,https://www.geonames.org/11396035,https://en.wikipedia.org/wiki/Pella%2C_Jordan,https://ar.wikipedia.org/wiki/طبقة_فحل_(إربد),,,,,,https://wikidata.org/wiki/Q167993,35.6130,32.4501
PHG,3,0,,Fanagorii͡a,,,,,,,Фанагория,,https://pleiades.stoa.org/places/854724,https://www.openstreetmap.org/node/1165252854,,,,,,,https://ru.wikipedia.org/wiki/Фанагория,,,36.9584,45.2759
PHU,3,246,,Pir Hüseyin,,,,,,,,uncertain (mod. Pir Huseyin),,https://www.openstreetmap.org/way/363579097,,,,,,,,http://publikationen.badw.de/de/rla/index#9639,,40.3875,38.1113
PIR,1,0,,Pirabat,,,,,,,,,,https://www.openstreetmap.org/node/2292400154,https://www.geonames.org/302613,,,,,,,,,42.5843,39.7530
PLU,2,0,,Palu,,,,,,,,,https://pleiades.stoa.org/places/874383,https://www.openstreetmap.org/node/2279983498,,,,,,,,,,39.9535,38.7023
PRA,1,27,,Bārah,بارة,,,,,,,uncertain (mod. Pāra),https://pleiades.stoa.org/places/914118847,https://www.openstreetmap.org/node/2488220303,https://www.geonames.org/97982,,,,,,,,,41.4851,36.3757
PRS,3,92,Pārśa,Takht-i Jamshīd,.,,تخت جمشید,,,,,Pārśa (mod. Persepolis),https://pleiades.stoa.org/places/922695,https://www.openstreetmap.org/way/95531795,https://www.geonames.org/110836,https://en.wikipedia.org/wiki/Persepolis,,https://fa.wikipedia.org/wiki/تخت_جمشید,,,,,https://wikidata.org/wiki/Q129072,52.8925,29.9343
PSG,3,198,,Pasargad,,,پاسارگاد,,,,,Tall-I Takht (mod. Pasargadae),https://pleiades.stoa.org/places/922693,https://www.openstreetmap.org/way/203395269,https://www.geonames.org/121340,https://en.wikipedia.org/wiki/Pasargadae,,https://fa.wikipedia.org/wiki/پاسارگاد,,,,,https://wikidata.org/wiki/Q230025,53.1768,30.2008
QAB,3,0,,Tall Qabr Abu al-’Atīq,تل قبر ابو العتيق,,,,,,,,,,,,,,,,,,,39.7854,35.7630
QAI,1,0,,Qal‘ah Imam,,,قلعه ایمام,,,,,,,https://www.openstreetmap.org/node/2216153573,,,,,,,,,,46.1798,35.4880
QAL,1,0,,Qalatgah,,,,,,,,,https://pleiades.stoa.org/places/874652,,,,,,,,,,,45.2208,37.0353
QAN,3,11,,Qaṣr-i Abūnaṣr,,,قصر ابونصر,,,,,Qasr-i Abu Nasr (mod. uncertain),,,https://www.geonames.org/119600,,,,,,,,,52.6252,29.5848
QAT,3,242,Qatara,Tall al-Rimah,تل الرمة,,,,,,,Qatara (mod. Tell al Rimah),https://pleiades.stoa.org/places/356369838,https://www.openstreetmap.org/way/499377166,https://www.geonames.org/6786680,https://en.wikipedia.org/wiki/Tell_al-Rimah,https://ar.wikipedia.org/wiki/تل_الرماح,,,,,,https://wikidata.org/wiki/Q195286,42.4500,36.2569
QBR,3,233,,Tall Abū Qubur,تل أبو قبر,,,,,,,uncertain (mod. Tell Abu Qubur),https://pleiades.stoa.org/places/894110,,,,,,,,,,,44.2185,33.1455
QCH,2,0,,Qarah Jatān,قرة جتان,,,,,,,,,https://www.openstreetmap.org/way/775121038,https://www.geonames.org/92440,,,,,,,,,45.1914,35.7417
QDS,3,0,Qadeš,Tall al-Nabī Mandū,تل النبي مندو,,,,,,,,https://pleiades.stoa.org/places/668291,https://www.openstreetmap.org/way/183941422,https://www.geonames.org/168753,,,,,,,,,36.5194,34.5570
QHD,3,0,,Tall al-Hādī,تل الهادي,,,,,,,,,https://www.openstreetmap.org/node/567215235,https://www.geonames.org/163577,,,,,,,,,41.8650,36.8707
QIT,3,0,,Tall al-Qiṭar,تل القطار,,,,,,,,,https://www.openstreetmap.org/way/766039147,https://www.geonames.org/9082,,,,,,,,,38.1803,36.3837
QLD,3,0,,Qalat-i Dinka,Unknown,,,,,,,,https://pleiades.stoa.org/places/512491137,https://www.openstreetmap.org/way/6661367327,,,,,,,,,,45.1328,36.1367
